,x-box,y-box,width,high ,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,letter_a
1594,4,8,6,6,6,6,7,5,6,7,6,7,3,7,5,9,0
1595,2,4,3,2,2,10,7,2,6,10,4,6,2,8,4,10,0
1596,8,11,7,6,3,7,7,2,9,9,7,9,4,11,4,7,0
1597,3,4,5,3,2,6,9,3,4,11,8,8,5,7,1,8,0
1598,7,10,10,7,8,8,6,1,7,9,5,9,5,7,5,8,0
1599,4,8,6,6,6,7,8,6,4,7,5,6,4,7,6,6,0
1600,3,7,4,5,3,4,9,2,8,10,8,10,2,8,4,5,0
1601,4,8,4,6,2,3,6,6,11,7,7,15,0,8,7,7,0
1602,4,6,6,4,5,7,11,2,2,7,8,8,6,11,1,8,0
1603,3,9,5,7,3,13,3,3,2,11,1,8,2,6,3,9,1
1604,3,5,4,4,2,6,8,6,7,7,9,9,3,9,1,8,0
1605,3,4,5,2,3,8,6,6,4,7,7,9,9,5,2,8,0
1606,5,9,7,7,3,9,6,3,7,15,5,10,1,6,1,7,0
1607,5,4,6,6,2,6,7,7,11,7,6,14,1,8,4,9,0
1608,3,6,4,4,4,7,6,6,4,6,7,8,7,5,2,7,0
1609,4,7,6,5,3,8,9,3,5,13,5,4,1,10,2,8,0
1610,1,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,0
1611,5,10,7,7,6,11,6,2,6,11,3,7,3,8,3,9,0
1612,5,11,7,8,5,5,9,4,9,11,9,8,3,8,5,5,0
1613,4,7,5,5,3,10,6,4,8,11,3,8,2,8,5,10,0
1614,3,8,6,6,5,8,8,4,5,9,6,4,5,10,4,6,0
1615,8,13,8,7,5,4,8,1,3,8,9,8,9,11,2,5,0
1616,3,7,4,5,2,3,8,5,8,9,9,13,1,8,3,7,0
1617,4,9,4,6,2,1,13,5,3,12,10,6,0,8,2,6,0
1618,3,7,4,5,2,3,9,6,7,11,11,11,1,8,2,6,0
1619,4,8,5,6,3,7,7,3,12,9,6,8,0,8,8,8,0
1620,5,10,7,8,5,8,9,2,6,13,6,5,2,10,2,8,0
1621,7,11,10,8,11,5,8,3,5,6,5,10,8,9,9,6,0
1622,5,10,8,8,5,11,3,1,2,8,2,9,4,6,3,8,1
1623,5,9,5,7,4,3,11,2,3,9,11,8,2,11,1,8,0
1624,4,5,5,8,2,7,7,4,14,9,6,8,0,8,8,8,0
1625,1,3,2,2,1,7,8,0,6,13,6,7,0,8,0,7,0
1626,10,13,7,8,4,7,7,5,5,8,4,7,5,9,6,8,0
1627,1,0,1,0,0,6,7,6,4,7,6,6,2,8,2,8,0
1628,3,4,4,2,3,7,6,6,4,6,7,8,6,6,2,8,0
1629,6,12,6,6,3,7,8,3,6,13,6,7,2,8,3,7,0
1630,6,10,9,8,6,4,9,4,9,12,10,9,3,8,5,5,0
1631,6,11,9,8,8,7,8,6,6,10,7,5,7,9,6,11,0
1632,2,5,4,4,1,7,7,0,7,13,6,8,0,8,1,8,0
1633,5,5,7,8,4,8,9,7,6,6,8,9,3,7,6,10,0
1634,5,5,6,8,4,7,7,12,2,7,9,8,9,6,0,8,0
1635,4,7,5,5,3,6,10,7,3,10,5,4,2,10,3,8,0
1636,6,10,9,8,5,8,8,3,5,10,5,6,6,8,2,7,0
1637,5,5,5,7,2,1,14,5,4,12,10,6,0,8,2,5,0
1638,6,10,8,8,5,6,12,5,3,12,5,2,1,11,3,8,0
1639,5,10,6,8,4,7,9,0,8,11,9,6,1,10,3,4,0
1640,2,6,3,4,1,8,5,13,5,6,13,8,3,9,0,8,0
1641,4,10,6,8,3,8,8,9,8,6,7,10,3,8,4,8,0
1642,5,9,6,6,5,7,7,7,4,9,6,10,4,8,4,7,0
1643,5,10,7,7,4,9,6,3,7,10,6,9,2,10,5,9,0
1644,3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8,0
1645,4,10,5,8,6,8,7,7,6,7,6,6,2,8,7,10,0
1646,3,2,3,3,2,7,8,5,4,7,6,7,4,8,1,7,0
1647,3,7,5,5,3,8,7,4,9,6,6,8,3,8,7,9,0
1648,3,6,4,6,2,8,6,8,6,6,6,8,3,8,4,8,0
1649,2,1,2,2,1,5,10,4,4,9,7,4,1,10,3,7,0
1650,5,10,7,8,4,7,3,2,9,7,1,9,1,6,3,7,0
1651,3,5,5,4,4,9,11,3,2,5,9,7,7,11,1,8,0
1652,3,7,5,5,3,6,9,6,5,8,7,8,5,8,1,7,0
1653,4,9,5,6,4,8,7,8,5,7,7,7,3,8,3,8,0
1654,7,11,9,8,6,5,12,3,2,9,10,7,5,10,6,8,0
1655,4,8,6,6,3,6,6,6,7,7,5,9,3,10,4,8,0
1656,3,4,3,5,1,1,14,5,3,12,9,5,0,8,2,6,0
1657,2,4,4,3,2,6,4,1,8,8,2,11,0,7,2,8,0
1658,4,5,5,8,4,6,7,10,7,7,6,7,2,8,9,9,0
1659,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0
1660,4,4,5,6,1,7,7,5,4,7,6,8,3,8,4,8,0
1661,4,8,5,6,8,9,7,5,5,7,6,6,4,7,7,6,0
1662,1,8,2,6,2,7,7,0,8,7,6,8,0,8,3,8,0
1663,2,7,4,5,4,7,7,4,6,7,6,6,3,8,2,7,0
1664,6,11,7,8,4,5,8,8,9,9,9,13,2,9,4,9,0
1665,4,6,5,4,3,6,7,6,6,9,8,9,2,8,4,9,0
1666,1,1,2,1,0,7,9,4,2,7,13,8,2,10,0,8,0
1667,5,5,5,4,2,5,12,3,7,12,9,4,1,11,1,5,0
1668,5,7,7,5,4,4,8,2,7,10,10,11,3,8,4,6,0
1669,7,11,7,8,4,5,7,6,8,12,9,14,2,10,4,7,0
1670,4,5,5,7,2,7,7,4,15,9,6,8,0,8,8,8,0
1671,6,10,6,8,7,4,10,3,2,9,7,8,8,12,3,5,0
1672,4,9,4,7,3,3,8,6,12,7,5,15,0,8,7,7,0
1673,7,12,6,6,4,8,6,4,5,10,5,8,6,7,7,10,0
1674,4,7,6,5,4,10,6,3,7,10,4,7,3,8,5,11,0
1675,2,1,3,3,2,6,7,4,7,7,6,10,3,8,5,9,0
1676,2,3,4,1,2,8,6,3,4,9,6,7,6,5,1,7,0
1677,4,4,6,6,5,9,9,3,1,7,7,8,4,9,8,8,0
1678,6,8,8,7,7,5,7,4,5,7,6,11,4,9,8,9,0
1679,7,12,7,6,4,9,8,4,5,8,8,5,6,10,3,6,0
1680,4,10,6,8,3,4,13,6,5,12,10,3,2,10,2,4,0
1681,3,8,4,6,2,9,13,0,5,6,10,8,0,8,0,8,0
1682,5,10,7,8,3,7,10,1,3,7,12,8,1,11,0,8,0
1683,3,7,3,4,1,2,14,5,2,12,9,4,0,8,3,6,0
1684,2,3,3,2,2,8,7,3,8,6,6,6,2,8,6,8,0
1685,5,8,7,6,6,8,7,5,6,9,4,5,3,8,4,9,0
1686,2,0,2,1,1,6,10,7,2,7,5,7,2,7,4,9,0
1687,1,3,2,2,1,6,11,1,7,8,11,9,1,11,2,8,0
1688,4,8,6,6,4,7,7,3,9,5,6,8,3,8,7,8,0
1689,4,6,4,4,4,6,9,7,4,9,8,8,3,8,3,7,0
1690,8,12,5,7,3,5,10,6,8,11,8,8,1,8,6,8,0
1691,3,3,4,4,2,7,7,14,1,7,6,8,3,8,0,8,0
1692,3,9,5,7,3,9,3,2,2,8,1,8,2,6,3,7,1
1693,6,10,9,8,4,5,8,2,9,11,12,10,4,7,4,5,0
1694,5,8,8,7,8,8,8,3,3,7,5,8,7,8,6,4,0
1695,5,7,6,6,6,5,8,4,8,9,7,10,3,7,7,5,0
1696,5,4,6,7,2,7,6,7,11,9,5,13,1,9,4,8,0
1697,8,14,8,8,4,11,4,3,6,10,2,7,5,7,4,12,0
1698,1,3,3,2,1,5,9,3,3,10,8,8,4,8,0,7,0
1699,4,6,6,5,5,8,8,3,5,7,8,7,5,10,4,6,1
1700,3,8,5,6,3,7,5,3,0,7,1,8,2,7,1,8,1
1701,3,11,6,8,4,12,2,2,2,9,2,9,2,6,3,8,1
1702,4,9,6,7,5,8,7,6,6,9,6,6,3,8,7,8,0
1703,1,0,2,0,0,8,9,3,2,6,12,8,2,10,0,8,0
1704,5,5,6,7,3,5,7,10,10,6,6,6,3,8,4,8,0
1705,2,3,3,2,2,7,7,3,9,6,6,8,2,8,5,8,0
1706,6,11,6,6,3,10,4,3,6,9,3,7,4,7,4,11,0
1707,2,5,4,4,1,9,6,2,7,14,5,10,1,6,1,7,0
1708,5,11,5,8,3,7,9,15,2,7,3,8,3,8,0,8,0
1709,2,3,4,2,2,7,7,2,7,11,7,9,2,8,4,8,0
1710,3,9,4,6,3,8,7,0,7,13,6,8,0,8,1,8,0
1711,7,9,6,5,3,4,4,5,5,4,7,8,5,7,2,7,0
1712,7,10,9,8,6,7,7,8,7,6,7,8,5,6,5,9,0
1713,7,14,5,8,2,9,7,6,4,13,3,7,3,7,6,11,0
1714,4,6,5,6,5,5,8,4,7,8,8,9,3,8,7,6,0
1715,2,4,3,3,1,10,2,3,2,10,2,9,2,6,2,8,1
1716,8,13,8,8,4,8,7,3,6,9,7,8,6,11,4,7,0
1717,5,8,8,6,3,7,7,5,2,7,8,8,9,9,0,8,0
1718,4,7,5,9,6,8,6,8,2,5,6,9,3,8,5,10,0
1719,5,10,6,8,4,5,11,1,9,8,11,9,1,10,1,7,0
1720,1,0,2,1,0,7,7,2,11,8,6,8,0,8,6,8,0
1721,5,4,5,6,4,7,9,9,8,7,5,7,2,8,9,9,0
1722,4,6,6,4,3,7,10,3,4,13,6,3,1,10,3,9,0
1723,6,11,6,6,3,5,9,4,3,10,8,5,5,12,2,7,0
1724,2,1,2,1,1,5,11,7,2,9,6,4,1,9,3,8,0
1725,3,6,4,4,2,7,8,14,1,7,5,8,3,8,0,8,0
1726,7,10,10,8,6,9,6,1,8,10,3,7,3,8,3,9,0
1727,4,9,6,6,4,5,10,6,5,10,8,3,1,10,4,6,0
1728,0,0,1,0,0,6,7,5,7,7,6,14,0,8,3,10,0
1729,3,4,4,3,2,7,6,6,6,6,6,10,2,9,4,9,0
1730,3,5,4,4,3,6,7,5,5,9,7,10,2,8,4,10,0
1731,9,11,8,6,3,7,7,2,9,9,6,8,4,9,4,8,0
1732,5,8,6,6,4,7,8,2,10,12,7,6,1,7,6,6,0
1733,6,11,9,8,7,5,9,5,1,7,9,8,8,11,0,7,0
1734,2,8,3,6,1,9,7,0,8,14,5,8,0,8,1,8,0
1735,2,4,4,3,2,8,7,2,9,12,6,7,1,8,5,8,0
1736,2,6,3,4,2,6,8,8,8,9,8,13,1,9,4,10,0
1737,3,7,6,5,4,5,10,2,3,8,9,9,7,11,1,8,0
1738,4,7,5,5,3,6,7,7,7,10,7,9,2,10,4,9,0
1739,3,3,4,4,1,7,7,4,4,7,6,8,3,8,4,8,0
1740,3,7,3,5,2,6,9,9,5,7,5,8,3,8,5,10,0
1741,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0
1742,5,9,8,7,5,10,7,3,5,10,2,5,6,9,1,7,0
1743,8,10,8,5,4,1,9,3,3,11,12,9,8,10,1,6,0
1744,7,10,10,8,6,4,9,2,7,10,9,10,5,6,4,5,0
1745,4,7,4,5,3,7,6,12,4,7,12,8,3,9,0,8,0
1746,8,12,6,6,4,7,7,5,6,10,5,8,6,6,7,10,0
1747,4,5,6,4,4,7,7,3,6,10,6,8,3,8,3,8,0
1748,4,7,5,5,4,10,6,2,7,11,4,8,4,9,5,12,0
1749,3,7,5,5,5,5,7,3,4,7,6,10,5,10,3,8,0
1750,3,6,4,8,4,8,11,4,3,5,9,11,2,10,5,8,0
1751,6,11,8,8,5,5,11,7,4,11,7,2,1,10,4,6,0
1752,3,7,3,5,1,0,1,5,6,0,0,6,0,8,0,8,0
1753,0,0,1,0,0,5,7,5,6,7,6,12,0,8,6,10,0
1754,1,1,2,1,1,6,7,4,7,7,6,11,3,8,4,9,0
1755,4,4,4,6,3,5,11,8,4,7,2,9,3,7,6,11,0
1756,1,0,1,0,0,7,6,6,3,7,6,7,2,8,3,8,0
1757,4,9,6,7,4,5,7,5,7,6,6,10,4,8,5,9,0
1758,5,6,5,4,2,3,12,4,4,10,12,7,2,10,1,7,0
1759,5,8,7,6,4,7,9,3,6,13,6,5,2,9,3,7,0
1760,2,4,3,3,1,7,11,2,7,6,11,8,1,10,1,8,0
1761,2,6,3,4,2,7,6,5,8,4,6,8,0,9,8,8,0
1762,3,7,4,6,3,8,7,7,4,6,6,9,2,8,4,9,0
1763,2,0,3,1,0,7,9,4,2,7,13,8,2,10,0,8,0
1764,3,6,4,4,2,7,4,14,5,7,12,8,3,9,0,8,0
1765,1,0,2,0,0,5,11,6,1,9,6,5,1,9,3,8,0
1766,1,1,2,3,1,11,6,2,6,12,3,7,0,7,1,8,0
1767,6,9,7,6,4,8,8,4,10,11,4,7,2,6,5,9,0
1768,10,15,12,9,6,10,2,3,2,10,3,9,8,1,1,8,0
1769,3,9,4,7,4,7,11,3,6,7,11,9,2,12,1,8,0
1770,5,6,6,4,3,3,9,5,7,11,11,9,3,9,2,6,0
1771,3,7,3,4,1,1,13,5,4,12,10,7,0,8,2,6,0
1772,3,5,6,3,3,7,7,1,8,10,6,8,2,8,3,8,0
1773,7,11,6,6,3,10,2,4,4,12,5,13,2,7,5,9,0
1774,4,6,5,5,5,8,8,2,4,7,6,8,3,8,7,7,0
1775,7,12,6,6,3,8,8,3,7,12,4,5,2,8,7,7,0
1776,7,8,4,12,4,7,9,3,4,13,4,5,3,8,7,10,0
1777,5,9,5,6,3,5,12,3,8,12,9,4,1,11,2,4,0
1778,3,9,5,6,2,9,11,1,3,5,11,8,1,10,0,8,0
1779,3,8,5,5,2,7,5,3,1,6,1,8,2,7,2,7,1
1780,4,7,6,5,3,5,11,3,5,13,8,5,1,10,2,7,0
1781,2,9,2,7,3,7,7,0,7,7,6,8,0,8,3,8,0
1782,3,2,4,4,2,6,8,6,7,6,9,9,3,9,1,7,0
1783,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0
1784,4,5,6,4,5,6,8,4,4,8,7,9,4,11,8,10,0
1785,8,10,11,8,6,7,8,3,7,10,8,8,6,8,5,7,0
1786,4,2,6,3,4,8,6,6,5,6,7,8,8,7,3,6,0
1787,3,6,4,4,2,7,7,14,2,5,6,8,6,8,0,8,0
1788,3,8,4,6,2,7,6,6,10,5,7,10,0,9,9,8,0
1789,10,15,8,8,4,9,2,4,5,12,4,13,2,7,6,8,0
1790,3,5,5,6,4,6,9,3,4,8,7,7,4,10,8,9,0
1791,5,9,8,7,7,8,8,5,7,7,6,7,6,8,4,7,0
1792,5,6,7,5,8,6,7,6,5,6,5,8,8,10,8,10,0
1793,4,7,6,5,3,11,6,4,5,10,1,5,5,9,1,7,0
1794,7,9,10,7,6,5,8,4,7,10,9,10,3,8,3,6,0
1795,2,8,4,6,4,10,6,1,4,8,5,5,3,8,5,7,0
1796,3,5,5,4,3,9,6,4,7,10,4,6,2,8,3,9,0
1797,4,11,5,8,5,5,7,10,7,6,5,6,3,8,3,8,0
1798,4,7,5,7,4,8,7,7,5,6,4,9,2,8,3,8,0
1799,6,7,8,9,7,8,8,4,6,7,6,7,4,8,8,8,0
1800,3,8,5,6,3,6,11,2,3,7,11,9,2,10,1,8,0
1801,2,7,3,5,1,9,6,3,7,12,4,9,0,7,2,6,0
1802,2,4,3,3,2,6,8,7,7,8,7,13,1,9,4,10,0
1803,7,11,7,8,5,8,7,8,5,10,6,8,3,8,3,8,0
1804,7,10,5,8,4,8,10,3,3,13,4,5,2,9,7,9,0
1805,5,6,6,7,6,7,9,6,6,7,6,9,5,8,8,6,0
1806,6,10,6,7,5,5,11,3,7,11,10,5,2,12,2,4,0
1807,3,6,4,4,3,8,7,3,8,6,6,8,2,8,6,8,0
1808,6,10,7,8,4,6,7,7,8,10,7,10,2,10,5,9,0
1809,3,9,4,6,3,8,7,8,7,7,7,9,2,10,9,8,0
1810,2,4,2,3,2,8,7,6,3,9,6,8,2,8,2,8,0
1811,5,8,7,6,4,7,7,3,8,12,7,9,3,8,5,8,0
1812,4,4,4,5,2,5,10,8,4,7,4,8,3,7,6,11,0
1813,4,7,6,5,3,9,10,1,7,3,11,8,1,11,2,9,0
1814,3,6,5,4,4,7,8,5,5,9,6,6,3,8,7,8,0
1815,3,11,4,8,1,5,14,1,6,9,11,7,0,8,0,8,0
1816,4,8,5,6,4,4,11,6,5,11,10,5,2,9,2,5,0
1817,6,9,7,11,8,7,9,5,3,8,10,10,5,8,8,10,0
1818,5,7,8,6,8,9,7,4,4,8,5,7,8,10,7,5,0
1819,3,9,4,6,2,3,7,6,11,7,6,15,0,8,7,7,0
1820,3,5,5,4,2,4,12,3,3,9,11,8,2,11,0,8,0
1821,4,8,5,6,2,8,6,8,7,7,5,8,3,8,4,8,0
1822,12,14,12,8,5,2,9,3,2,10,12,8,9,10,1,6,0
1823,4,2,5,3,3,6,7,4,8,7,6,10,6,8,5,9,0
1824,3,9,6,6,3,11,3,2,2,9,2,9,3,5,3,8,1
1825,5,7,6,5,3,4,8,6,8,10,10,9,3,9,2,5,0
1826,4,10,6,7,6,7,7,2,6,7,6,7,4,7,6,7,0
1827,6,9,9,7,7,4,10,2,3,8,9,9,10,9,1,8,0
1828,7,10,10,8,9,11,6,2,5,9,4,6,10,7,2,8,0
1829,3,8,4,6,1,0,0,6,6,0,1,5,0,8,0,8,0
1830,4,9,6,8,3,9,8,8,6,5,8,9,3,8,5,9,0
1831,6,9,6,4,3,9,6,4,4,9,7,8,6,12,4,9,0
1832,1,0,1,0,0,7,7,9,0,6,6,8,3,8,0,8,0
1833,4,8,6,6,3,5,9,3,4,10,9,9,5,8,1,7,0
1834,2,2,3,3,2,8,8,6,1,5,6,9,2,9,4,10,0
1835,5,8,7,6,6,6,8,3,7,11,9,9,3,8,5,6,0
1836,2,6,3,4,2,3,7,6,2,7,6,10,3,8,2,11,0
1837,3,6,4,4,4,7,8,5,3,6,6,10,3,8,6,8,0
1838,2,8,3,6,1,7,7,0,8,14,6,9,0,8,1,8,0
1839,4,9,6,7,4,5,8,6,6,8,8,15,3,10,4,9,0
1840,2,4,2,3,2,7,7,5,6,7,6,8,2,8,5,11,0
1841,2,1,3,2,1,6,7,5,5,6,6,9,2,9,4,8,0
1842,3,5,5,4,4,9,6,3,6,10,5,7,2,8,5,10,0
1843,4,10,6,8,4,6,12,3,7,7,12,8,2,12,1,7,0
1844,2,3,4,2,2,8,8,3,3,12,4,5,1,9,2,8,0
1845,4,9,6,7,3,6,7,3,5,15,6,10,1,6,1,7,0
1846,2,3,3,1,2,6,6,6,4,7,7,10,6,5,1,9,0
1847,4,3,4,2,2,5,8,5,7,10,9,9,3,9,2,6,0
1848,7,10,9,8,7,6,7,7,7,6,6,8,6,8,5,10,0
1849,5,7,7,5,3,5,9,3,5,10,9,9,6,7,1,7,0
1850,5,10,8,8,13,9,7,5,2,7,7,8,10,10,3,5,0
1851,7,12,5,6,2,10,5,6,4,13,3,9,3,8,4,9,0
1852,10,15,10,8,5,6,8,4,4,8,8,5,6,12,4,6,0
1853,6,9,8,7,4,9,6,3,10,11,4,9,1,7,6,8,0
1854,5,5,6,8,4,8,7,12,2,6,9,8,9,6,0,8,0
1855,5,5,5,7,3,3,8,6,12,7,5,15,0,8,7,7,0
1856,2,2,4,3,2,8,2,2,2,8,2,8,2,6,3,7,1
1857,4,7,8,5,8,10,6,3,3,9,4,7,10,5,3,6,0
1858,1,0,2,0,0,6,7,7,6,7,6,6,2,8,3,8,0
1859,5,5,6,8,3,7,7,4,15,9,6,8,0,8,8,8,0
1860,8,11,11,8,6,12,7,3,6,10,0,3,7,11,2,8,0
1861,2,5,5,3,1,8,6,3,7,15,6,10,1,6,1,7,0
1862,6,11,9,8,8,8,4,6,5,8,7,8,6,8,8,3,0
1863,4,9,6,7,4,8,7,4,9,6,6,6,3,8,7,7,0
1864,2,3,4,2,2,8,7,3,5,10,5,6,2,8,4,9,0
1865,3,11,5,8,4,12,3,3,3,10,1,9,2,6,3,8,1
1866,5,7,6,5,6,6,8,4,6,7,6,10,5,8,5,7,0
1867,3,2,4,4,3,7,7,5,6,7,6,8,6,8,4,8,0
1868,4,9,5,6,2,7,6,15,1,7,8,8,3,8,0,8,0
1869,3,7,3,4,2,7,6,14,1,7,7,8,3,8,0,8,0
1870,4,5,5,7,5,10,11,5,4,5,8,8,5,10,9,5,0
1871,4,6,4,4,2,3,11,4,3,10,12,7,2,10,1,8,0
1872,5,11,6,8,2,4,6,9,2,7,7,12,4,8,3,11,0
1873,3,7,5,5,2,9,7,1,8,10,4,7,3,8,3,8,0
1874,5,8,6,7,3,9,8,8,6,5,8,9,3,7,5,9,0
1875,5,8,6,6,4,8,8,4,8,10,4,6,2,7,5,8,0
1876,4,9,5,6,3,4,8,5,6,12,10,12,2,9,2,7,0
1877,1,0,2,1,1,7,7,7,5,6,6,7,1,8,7,9,0
1878,5,11,7,8,7,8,7,7,7,6,6,5,2,8,8,10,0
1879,5,9,7,6,4,7,6,3,7,10,8,9,3,8,3,7,0
1880,3,5,5,4,3,7,7,3,9,6,6,8,3,8,6,8,0
1881,3,7,4,4,2,7,7,14,1,7,6,8,3,8,0,8,0
1882,3,8,5,6,3,8,7,2,9,11,5,9,1,8,6,8,0
1883,7,11,7,6,3,7,6,3,4,13,8,8,3,8,4,7,0
1884,5,2,6,4,4,9,6,7,4,6,7,5,10,5,3,5,0
1885,1,0,1,0,0,8,10,3,1,7,12,8,2,11,0,8,0
1886,4,7,6,5,3,9,8,5,1,7,8,8,8,9,0,8,0
1887,4,8,6,6,4,7,9,2,6,13,6,5,2,10,2,8,0
1888,5,9,5,7,4,7,7,8,5,9,7,10,3,8,4,6,0
1889,4,9,5,7,3,6,11,2,8,8,12,8,1,11,1,7,0
1890,4,10,5,8,3,9,7,9,7,7,6,10,3,8,4,8,0
1891,5,7,7,5,5,8,6,6,7,9,7,6,3,8,8,7,0
1892,4,8,5,6,4,6,7,7,6,8,10,8,3,9,5,9,0
1893,3,7,4,5,2,7,7,4,4,7,6,7,2,8,4,8,0
1894,9,12,7,7,5,7,9,4,5,9,8,9,4,9,8,11,0
1895,6,5,6,8,3,7,7,15,2,4,6,8,6,8,0,8,0
1896,6,10,9,8,5,7,8,1,8,10,6,8,3,8,4,8,0
1897,5,7,6,5,5,8,6,7,4,4,8,10,6,6,7,10,0
1898,2,1,4,1,1,7,12,3,2,6,11,9,2,11,0,7,0
1899,2,3,4,2,2,9,6,4,6,10,4,6,2,8,3,8,0
1900,5,9,8,7,4,4,9,2,7,10,10,11,3,8,3,6,0
1901,3,11,6,8,2,8,6,3,1,7,0,8,3,7,2,8,1
1902,3,6,4,4,2,2,11,4,3,11,12,8,2,10,1,8,0
1903,4,8,5,6,5,8,7,5,6,7,6,8,6,8,3,7,0
1904,1,0,1,0,0,6,7,7,5,7,6,6,2,8,2,8,0
1905,3,8,4,6,2,7,6,8,7,6,5,11,1,8,5,11,0
1906,2,5,3,8,1,12,3,10,4,13,5,13,1,6,0,8,0
1907,2,5,3,4,2,6,8,7,7,8,8,13,1,9,4,10,0
1908,5,10,6,8,3,7,6,8,8,6,6,8,2,8,6,11,0
1909,5,5,5,8,2,3,6,8,3,7,7,11,4,8,3,11,0
1910,3,9,5,6,1,7,8,4,2,7,14,8,3,9,0,8,0
1911,3,4,4,3,2,4,8,4,6,11,10,12,1,9,2,7,0
1912,5,10,6,8,4,8,7,12,2,6,9,8,8,6,0,8,0
1913,5,8,7,6,7,7,8,1,4,10,6,6,5,10,3,5,0
1914,2,3,3,4,0,8,11,1,3,5,11,8,0,10,0,8,0
1915,3,5,4,3,2,4,8,5,8,11,9,13,1,9,3,7,0
1916,6,8,9,12,14,8,5,6,1,6,6,9,10,10,8,14,0
1917,9,15,8,8,5,6,7,5,4,8,10,9,7,11,5,9,0
1918,9,11,8,6,4,9,6,6,7,3,9,7,5,9,3,5,0
1919,5,10,6,8,6,7,7,7,7,7,6,5,3,8,3,7,0
1920,5,10,7,8,10,8,9,5,3,6,7,7,7,9,9,8,0
1921,6,10,8,8,10,8,9,6,1,7,7,8,9,8,5,9,0
1922,3,7,5,5,7,9,5,5,2,7,6,8,5,10,2,5,0
1923,4,7,6,5,6,8,9,4,4,9,5,7,4,9,10,9,0
1924,2,3,3,2,1,5,8,4,7,10,8,8,3,9,2,6,0
1925,6,11,6,8,3,4,10,2,7,10,11,6,1,11,3,4,0
1926,3,8,4,6,2,7,7,14,2,5,6,8,6,8,0,8,0
1927,7,12,6,6,3,5,9,4,5,4,4,11,5,9,2,7,0
1928,4,2,5,4,4,8,6,6,4,7,7,8,7,5,2,7,0
1929,2,7,4,5,4,7,8,3,5,5,7,10,3,11,7,8,0
1930,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,0
1931,2,3,2,2,2,7,7,5,9,6,6,8,1,8,6,8,0
1932,2,4,2,3,2,7,7,5,5,6,6,6,2,8,5,9,0
1933,7,11,9,8,7,9,6,4,7,10,5,6,3,8,6,10,0
1934,6,10,8,8,8,6,6,6,3,6,6,10,5,8,8,7,0
1935,4,9,5,6,2,3,14,7,1,11,6,3,0,10,4,8,0
1936,3,4,5,6,7,8,5,5,2,7,6,7,6,9,6,9,0
1937,3,5,5,3,2,7,9,6,7,7,10,9,3,9,1,8,0
1938,8,10,11,8,5,4,8,4,9,12,12,11,3,8,4,5,0
1939,6,10,5,5,2,8,10,6,3,7,9,5,6,13,3,7,0
1940,9,14,7,8,5,7,6,4,4,9,8,11,4,9,9,11,0
1941,3,8,5,6,5,6,11,2,2,7,8,8,6,11,1,8,0
1942,4,7,6,5,4,8,11,2,2,6,10,8,4,10,4,9,0
1943,5,5,6,8,2,6,7,7,10,8,6,15,1,9,4,9,0
1944,2,3,3,2,1,7,7,2,7,11,7,9,1,8,3,8,0
1945,4,9,5,7,2,7,7,9,8,7,5,8,3,8,4,8,0
1946,1,1,2,1,1,7,7,6,4,7,6,8,2,8,2,8,0
1947,4,7,6,5,4,6,8,3,7,11,8,8,3,8,4,6,0
1948,2,1,2,1,1,6,7,6,9,7,6,13,0,8,4,9,0
1949,3,5,4,4,2,8,6,7,4,9,5,8,2,8,3,8,0
1950,3,8,6,6,4,8,5,2,4,6,2,6,2,6,2,6,1
1951,4,10,4,7,3,7,7,14,2,4,6,8,6,8,0,8,0
1952,3,9,4,7,3,7,8,3,11,8,6,8,0,8,7,7,0
1953,6,9,6,5,3,13,0,5,1,12,3,11,2,3,2,10,1
1954,4,5,5,5,6,7,7,5,4,7,7,7,5,8,10,10,0
1955,3,10,6,8,7,10,6,2,5,8,4,5,3,8,5,7,0
1956,6,10,8,7,6,6,10,2,6,13,7,6,2,10,2,7,0
1957,3,7,4,5,2,4,5,1,9,7,2,11,0,8,2,7,0
1958,7,8,9,7,10,8,7,4,5,7,6,8,8,10,9,4,0
1959,5,11,6,8,8,8,4,4,3,7,5,11,6,8,6,13,0
1960,5,9,4,5,2,7,4,4,2,7,4,5,4,7,5,8,0
1961,5,10,7,8,4,7,3,2,9,7,1,9,1,6,3,7,0
1962,3,6,4,4,2,5,12,7,3,12,6,3,1,10,4,7,0
1963,3,8,5,6,3,11,2,3,3,10,2,9,2,6,3,8,1
1964,3,7,5,10,8,7,12,4,1,9,8,5,4,11,4,8,0
1965,5,8,6,6,2,6,7,7,10,6,6,15,1,8,4,9,0
1966,4,2,5,4,4,8,6,6,4,7,7,8,7,5,2,8,0
1967,2,1,2,2,1,7,9,5,5,6,9,9,3,9,1,8,0
1968,5,6,5,4,3,5,9,1,7,9,10,6,1,11,3,5,0
1969,7,10,9,8,7,7,7,5,6,7,6,7,7,8,3,8,0
